Rank,Track,Album Name,Artist,Release Date,Release Year,ISRC,Release Country,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Lyrics
141,Wow.,Wow.,Post Malone,24.12.2018,2018,USUM71822626,US,657,"59,3",1680612367,20184,56914511,74.0,630890897.0,5912252.0,536365.0,51435673.0,477810652.0,284679984.0,137.0,198344.0,1478.0,42.0,35766.0,26.0,391192844.0,302612.0,,6704282.0,1,call trunk used stoney cut bored probably deep hit flockin' decoy roof dropped bottles fourth igloo turn none fall money lacroix grandmama lot congratulations goin' dumbo inch yeah show sayin' wagen said tired troy housewives tuck butts wow block everywhere hail mixing mm mary snow little counter pourin' 'cause shawty boy 750 kitchen back see strip cared nip piss mutombo big talkin' really pull another always last dre 720s got hey beginning yup 'em winnin' feelin' get toys pullin' punt 20 bumpin' know need front shit club pocket skrrt utah like everybody came lambo roll ayy touchdown vodka made blades 40 lonely house lil' catch grinnin' hunnid kid y'all go g mouth it's forgivin' army say prescott bands never appeared guap moment
142,Maps,Todo Exitos 2014 (Los NÃÂÃÂ©ÃÂÃÂ½ÃÂÃÂ©ÃÂÃÂ½mero 1 Del A,Maroon 5,01.01.2014,2014,USUM71407116,US,2052,"31,8",1676528402,191597,65483960,79.0,942734894.0,4766947.0,72429.0,23807742.0,152847615.0,545259689.0,62.0,14258.0,45.0,57.0,744211.0,13.0,494847775.0,166161.0,,157957.0,0,voice hear ain't sleep come roads leads drew song fall worst yeah taste took map strange said baby miss sweeter place better wonder nights 'cause times stations back something conversation searching temptation ah get tonight night like mmm ooh came nothing oh time away think darkest knees can't changing hard following road life resist run
143,Gangsta's Paradise,Gangsta's Paradise (25th Anniversary   Remastered),Coolio,25.09.2020,2020,USTB12000152,US,1945,"32,7",1675750095,506,66189,25.0,,,,,,,97.0,,,1.0,1689.0,9.0,539169583.0,334159.0,,,0,take luck normal realize power even unheard ain't there's dreams livin' set thinks arouse understand crossed we've money laughin' cookin' guess goin' four keep valley ten trip street ones sayin' walkin' wanna pistol smoke hour streetlight left way tell blind loc'd kinda runnin' three hood situation eye watchin' croak better banger long learn little 'cause death kitchen hurt live team see half i've homies talkin' raised everybody's fool really man gotta got shadow mind what's prayers know front gangsta's hate things gangsta minute treated spendin' heartbeat mama trippin' nobody's paradise night like teach blastin' nothin' die gleam lookin' lives chasin' twenty television walk look away lined educated loc gone chalk reach deserve knees can't hand much g that's life ya might punk watch say never anger facin'
144,Heather,Kid Krow,Conan Gray,20.03.2020,2020,USUM71924264,US,1276,"41,8",1675083208,191604,123682546,80.0,138807824.0,3143644.0,564728.0,142804065.0,755895289.0,22941276.0,105.0,36474.0,10.0,42.0,628449.0,29.0,25061083.0,81558.0,,2614466.0,0,even knew holding eyes stands 'round gave december said sore pretty angel polyester kinda would better brighter walks shoulder half put sweater arm sight still heather got looked hate mesmerized could third like die oh sky kiss remember blue liked colder getting wish hand dead ever much watch
145,Seven,Seven (feat. Latto),Jung Kook,14.07.2023,2023,USA2P2330093,US,156,"122,4",1673557134,5495,91343768,80.0,397523735.0,10125293.0,341522.0,114990786.0,761760624.0,1800517153.0,86.0,23714.0,861.0,54.0,5286388.0,56.0,6442882.0,4352.0,,2310409.0,1,take sunday hands goals ain't hit waiting open sleep love come cha wednesday feel afterglow weight going soul pride let mondays yeah ease right fantasy i'ma show give slide hour baby wind i'll door way tightly week ocean control friday second vibe jump better deeper sheets slow lines world every back days leave work put swallow clothes feet big saturday latto another let's tuesday got wrap meetings ah mind waist favored know break monday minute phone different night like thursday ooh roll oh weekends kiss lovin' time offerin' met skippin' think ride must trace match shoulders sun gettin' camera uh around angles cheatin' that's life ya say make seven devotion never
146,Adore You,Adore You,Harry Styles,06.12.2019,2019,USSM11912588,US,442,"73,2",1670164200,17112,93127826,78.0,721445001.0,8290855.0,381926.0,125662413.0,805399161.0,1840306341.0,254.0,811625.0,408.0,131.0,1195898.0,59.0,137719148.0,8075.0,,6307292.0,0,paradise like ooh skies lost nothing wanna summer somethin' oh i'll state walk lately tell skin believe strawberry mine thing lipstick love i'd brown honey lemon rainbow would ah mind get inside adore eyes wonder ever ice fire let say
147,Sweet but Psycho,Sweet but Psycho,Ava Max,17.08.2018,2018,USAT21802011,US,365,"80,1",1668741024,174052,42966784,76.0,1254501233.0,9554049.0,5371543.0,206785018.0,2733847243.0,2008056455.0,192.0,368635.0,784.0,106.0,1172519.0,44.0,189191184.0,253101.0,44121.0,13479680.0,0,head potions mean hot shirt blessin' grab love yes cop emotion let tasty people yeah right sweet sayin' psycho strange said left kind kinda second tellin' ong curse poison messin' pretend bit comin' little 'cause alo boy back see pain seconds rip mind gun know plate crazy neck lead night like sugarcoat oh within walk kiss help she'll play away insane drink screamin' can't someone tastes say make though we're run
148,Earned It,Fifty Shades Of Grey (Original Motion Picture Soundtrack),The Weeknd,10.02.2015,2015,USUG11500923,US,1195,"43,4",1667089416,97707,24754802,69.0,955666073.0,8354260.0,331766.0,121101434.0,1048617583.0,203635578.0,26.0,,91.0,11.0,278161.0,20.0,1063784773.0,693592.0,13875776.0,,1,call used love lies girl yeah magic i'ma said tragic way kind believe would moment's inside 'cause see live work convinced nobody felt rush always hey favorite mind na bein' know hate fell night pay like made oh lonely perfect look unexpected broken us expected earned deserve confused care make worth never
149,Cheerleader,Cheerleader (Felix Jaehn Remix) (Radio Edit),OMI,20.05.2014,2014,USUS11202574,US,1318,41,1663491433,49556,9366950,52.0,1569239627.0,8709566.0,21605.0,7776168.0,60584088.0,282669797.0,267.0,16437.0,,142.0,1215325.0,42.0,466323984.0,730086.0,,23811147.0,0,question affection wand one love pop gives thinks feel mention want girl yeah magic right stay baby left pretty next genie 'cause walks cheerleader model hmm queen corner tempting strong grants really always got bottle selection need cheating wizard mama like loves made oh think gone empty motivation wishes solution that's say make found girls
150,505,Favourite Worst Nightmare,Arctic Monkeys,21.04.2007,2007,GBCEL0700074,GB,3999,"21,3",1660504577,315657,60158552,80.0,611110729.0,4963235.0,52713.0,40161014.0,229596064.0,24875.0,33.0,5713.0,21.0,25.0,749483.0,22.0,43563662.0,3688.0,,2550560.0,0,take stop hands expect probably middle crumble twists mark spark forty start fall knife going eyes soon imagination harsher hour checked completely place smile goodbye lyin' back cry always last still i'd shy surprise adore adventure minute neck thighs like frightened waitin' wait seems bite drive time bark perfect look darlin' greet spoil 505 short sec around go thought side seven though five flight
151,I'm Good,I'm Good (Blue),David Guetta,26.08.2022,2022,UKWLG2200055,UK,43,"209,6",1658229422,262248,239957538,83.0,466080689.0,4324989.0,728093.0,54258768.0,1051836430.0,1425853925.0,285.0,93519.0,2487.0,207.0,6479623.0,168.0,139926990.0,31235.0,8007236.0,10973120.0,1,night i'ma alright put takes stop hands baby oh i'll middle best time got vip come ride finer us floor whatever feelin' wherever gonna lot na nothing's fuckin' go know matter need things care 'cause sit that's life let enough good yeah tonight
152,Seven Nation Army,Elephant,The White Stripes,01.01.2003,2003,USVT10300001,US,403,"21,2",1657866786,206953,64036444,81.0,339571990.0,4052894.0,26392.0,137323740.0,1394903550.0,5268188.0,275.0,184079.0,124.0,86.0,972676.0,110.0,912422054.0,566339.0,,10108433.0,0,hear bleed they're ain't nation eyes goin' want lord right knows wanna forevermore i'll hounds way tell story blood bleedin' says forget comin' stains everyone hell every back home find queen leave work one's straw words fight talkin' message sweat serve got rip bones 'em mind feelin' hold single night wichita pore england forth cigarette time drip opera think far catch can't gonna go that's army behind make alone seven takin'
155,We Found Love,Talk That Talk (Explicit),Rihanna,01.01.2011,2011,USUM71115507,US,1965,"32,5",1655539775,219739,111528796,79.0,1438850843.0,6775048.0,,141145.0,831485.0,188422282.0,318.0,192995.0,1.0,153.0,2524604.0,103.0,,,29410060.0,12779481.0,0,crosses hear alive without open one love come stuff understand turn feel important deny hopeless let good almost door way ashamed screaming place feeling shine 'cause hurts back bad standing i've diamonds divide gotta mine shadow mind save need could heartbeat like takes light nothing away gone wish can't yellow someone go ever much life side found we're
156,A Thousand Years,A Thousand Years,Christina Perri,18.10.2011,2011,USAT21102141,US,964,"49,2",1654956613,177834,80060384,77.0,2989286684.0,19870174.0,4479720.0,848530861.0,8594414469.0,1579447076.0,94.0,88803.0,66.0,66.0,114244.0,46.0,,,68.0,15974659.0,0,take believed standing promises died colors darling watching suddenly i'll day hour time still waiting years step one love away beats come stand goes doubt beauty would somehow heart fall what's stands front anything let along brave brought alone afraid breath fast every thousand loved closer find
157,The Less I Know The Better,Currents,Tame Impala,17.07.2015,2015,AUUM71500303,AU,1644,"36,1",1644031037,36835,80916788,79.0,339312309.0,3947876.0,247174.0,105078099.0,947781800.0,16921302.0,244.0,21428.0,98.0,99.0,587158.0,33.0,62241268.0,53854.0,,7313343.0,1,givin' luck late 'til hands without love come trevor turn holding try eyes want ten leanin' sweet said erase left door convince less years feeling goodbye better saw stupid wants heard bullshit fine slept we'll shoulder every see suppose talkin' superman pull heather mine change face surprise mind get forever know could night lover like wait oh ran away can't line someone ever together ya side say make never greatest
159,ROCKSTAR,BLAME IT ON BABY,DaBaby,17.04.2020,2020,USUM72007941,US,167,"116,7",1638836101,272933,50425049,70.0,1170441361.0,13667470.0,5241838.0,364560431.0,3869815694.0,201859518.0,216.0,298661.0,62.0,98.0,1699879.0,47.0,245618280.0,272002.0,,7646337.0,1,loot take popped told lost ready rebound somethin' mop even ain't drum murder hit boom junior guaranteed love one age dropped guitar daddy cop money gon' air chopper nigga ptsd soon streets goin' want new keep gave let buy yeah refugees thousand wash full i'ma ballin' talked station flu pistol slide smoke pen' baby day wind left glocky i'll fill waking twelve bustin' tell daughter buckets block runnin' safe brand hood swervin' better saw fuck long son promise cross fuckin' dogs'll 'cause heard boy detergent youngest caught back thirty see put big pain nobody talkin' diamonds jersey real bitch opps chop fool really codeine another always last let's pull maybach spin hundred car got hop solo wrote chin kill shoot 'em choose get yard gas hold young squeeze know need front push niggas cold enough bought okay 'fore rockstar different mama check like horsepower two nothin' rodman flip bucket oh hip brother sweats woo time button play met ride lay earned lamborghini glock can't go ever g thought that's suburban side opps' dennis watch make blocks say lopsided tears sethinthekitchen run facetime suv
160,All The Stars,All The Stars (with SZA),Kendrick Lamar,04.01.2018,2018,USUM71713947,US,1304,"41,2",1638529683,207686,66120497,82.0,633789787.0,5683859.0,39792.0,33196158.0,211875110.0,75594850.0,152.0,10256.0,39.0,73.0,194391.0,52.0,139392569.0,70103.0,,8746447.0,1,bring promises stars sword breathin' mean rebound even ego truth ain't calculated corrupt love dreams wrong bullet confidence talk turn heart man's feel important everything gon' bringin' congratulations want morgue new keep let hoped people good yeah mothafucka entitled day way tell confrontation story control moral runnin' invite feeling better fuck involved dealin' expectations credit 'cause thank recognize live bad closer find leave talkin' cry realest losin' another let's skin covered conversation reason winnin' get know hate pray shit percentage may crazy endorsin' mama night like nothin' approach oh false time hours look switch away small can't haunt go anything buildin' that's life ya gift might
161,I Fall Apart,Stoney (Deluxe),Post Malone,09.12.2016,2016,USUM71614475,US,1683,"35,6",1638216382,181604,50160716,72.0,560326863.0,3997742.0,54414.0,11543899.0,103512905.0,141425086.0,63.0,19.0,28.0,26.0,174123.0,11.0,355862782.0,297868.0,,3062955.0,1,whippin' form told scars liquor cut apart deep there's scarred sold heart devil fall try ice goin' want soul keep let yeah said foreign pour left tell surprised flowin' novocaine pourin' damn caught harder thoughts fooled brain shots covered fault twice feelin' know blowin' shit enough bought rollin' like everybody mmm ooh jewelry many oh showin' help shorty we'd droppin' broken drink brush can't whore hard core go together thought guard takin' tears never
